THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,0.275456,58.085499,10
32,8,0.274432,58.302238,10
32,12,0.273408,58.520600,10
32,16,0.487424,32.825631,9
32,20,0.497664,32.150205,7
32,24,0.503808,31.758129,6
32,28,0.503808,31.758129,5
32,32,0.722944,22.131727,4
32,36,0.723968,22.100423,4
32,40,0.724992,22.069210,4
32,44,0.930816,17.189219,3
32,48,0.932864,17.151482,3
32,52,0.930816,17.189219,3
32,56,1.152,13.888889,2
32,60,1.152,13.888889,2
32,64,1.152,13.888889,2
32,68,1.15507,13.851951,2
32,72,1.14893,13.926024,2
32,76,1.15098,13.901246,2
32,80,1.14995,13.913624,2
32,84,2.13606,7.490412,1
32,88,2.13606,7.490412,1
32,92,2.13606,7.490412,1
32,96,2.14426,7.461795,1
64,4,0.303104,105.574320,20
64,8,0.303104,105.574320,20
64,12,0.305152,104.865772,20
64,16,0.528384,60.562019,18
64,20,0.533504,59.980805,14
64,24,0.53248,60.096154,12
64,28,0.531456,60.211947,10
64,32,0.751616,42.574932,8
64,36,0.753664,42.459238,8
64,40,0.75264,42.517006,8
64,44,0.951296,33.638322,6
64,48,0.9472,33.783784,6
64,52,0.944128,33.893710,6
64,56,1.19501,26.778063,4
64,60,1.19296,26.824034,4
64,64,1.19808,26.709403,4
64,68,1.19398,26.801028,4
64,72,1.19398,26.801028,4
64,76,1.19808,26.709403,4
64,80,1.19501,26.778063,4
64,84,2.17293,14.726672,2
64,88,2.17293,14.726672,2
64,92,2.176,14.705882,2
64,96,2.18214,14.664477,2
128,4,0.398336,160.668383,40
128,8,0.401408,159.438781,40
128,12,0.39936,160.256410,40
128,16,0.623616,102.627261,36
128,20,0.605184,105.752958,28
128,24,0.596992,107.204114,24
128,28,0.592896,107.944735,20
128,32,0.813056,78.715366,16
128,36,0.816128,78.419070,16
128,40,0.812032,78.814630,16
128,44,1.01786,62.877263,12
128,48,1.02093,62.688063,12
128,52,1.02195,62.625248,12
128,56,1.25133,51.145663,8
128,60,1.24928,51.229509,8
128,64,1.25235,51.103843,8
128,68,1.24928,51.229509,8
128,72,1.25133,51.145663,8
128,76,1.25133,51.145663,8
128,80,1.25133,51.145663,8
128,84,2.24973,28.447884,4
128,88,2.2528,28.409091,4
128,92,2.24973,28.447884,4
128,96,2.2528,28.409091,4
256,4,0.848896,150.784072,64
256,8,0.843776,151.699031,64
256,12,0.83968,152.439021,64
256,16,0.83968,152.439021,64
256,20,0.817152,156.641600,56
256,24,0.779264,164.257561,48
256,28,0.768,166.666665,40
256,32,0.958464,133.547005,32
256,36,0.95744,133.689837,32
256,40,0.96256,132.978724,32
256,44,1.15098,111.209970,24
256,48,1.15098,111.209970,24
256,52,1.152,111.111116,24
256,56,1.36704,93.632956,16
256,60,1.36909,93.492891,16
256,64,1.37011,93.423023,16
256,68,1.37728,92.936803,16
256,72,1.37216,93.283585,16
256,76,1.37318,93.214022,16
256,80,1.36909,93.492891,16
256,84,2.4279,52.720374,8
256,88,2.4279,52.720374,8
256,92,2.42893,52.698147,8
256,96,2.432,52.631581,8
