THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,6.96874,1175.535965,16
32,8,7.58723,1079.708631,8
32,12,6.39997,1280.006371,5
32,16,7.04717,1162.452812,4
32,20,7.45677,1098.599281,3
32,24,7.18611,1139.976678,2
32,28,8.38448,977.043244,2
32,32,7.60861,1076.675293,2
32,36,16.0324,510.963771,1
32,40,16.0273,511.126979,1
32,44,13.7708,594.884000,1
32,48,16.0413,510.681444,1
32,52,13.7686,594.976627,1
32,56,13.7662,595.081733,1
32,60,16.0282,511.098392,1
32,64,13.7687,594.972465,1
64,4,15.3725,1065.800676,32
64,8,12.4359,1317.475641,16
64,12,14.1051,1161.564052,10
64,16,13.9722,1172.614878,8
64,20,11.6983,1400.541111,6
64,24,12.186,1344.488435,4
64,28,14.346,1142.061742,4
64,32,12.1729,1345.937493,4
64,36,13.8267,1184.952015,2
64,40,16.1042,1017.376857,2
64,44,13.83,1184.666927,2
64,48,13.8281,1184.834090,2
64,52,16.13,1015.743985,2
64,56,13.8255,1185.053532,2
64,60,16.1157,1016.647654,2
64,64,13.8357,1184.181883,2
128,4,29.4314,1113.367838,32
128,8,27.2066,1204.412613,32
128,12,24.7362,1324.698606,20
128,16,24.0841,1360.567691,16
128,20,27.9733,1171.400854,12
128,24,22.6345,1447.701729,8
128,28,22.6611,1446.000938,8
128,32,22.639,1447.413271,8
128,36,23.6956,1382.875523,4
128,40,23.6891,1383.252866,4
128,44,25.6308,1278.459460,4
128,48,25.5802,1280.989610,4
128,52,23.6839,1383.557540,4
128,56,23.6832,1383.594980,4
128,60,23.6639,1384.725011,4
128,64,23.6892,1383.247297,4
256,4,50.8786,1288.085923,32
256,8,50.8676,1288.363929,32
256,12,50.8745,1288.189654,32
256,16,50.8692,1288.322578,32
256,20,50.2927,1303.091558,24
256,24,50.3869,1300.654396,16
256,28,50.2373,1304.529179,16
256,32,50.264,1303.836540,16
256,36,45.2658,1447.804090,8
256,40,45.2691,1447.698680,8
256,44,45.271,1447.636222,8
256,48,45.2624,1447.912566,8
256,52,45.2397,1448.637784,8
256,56,45.2676,1447.745771,8
256,60,45.2656,1447.809214,8
256,64,45.269,1447.701729,8
