THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,0.293888,871.080132,10
32,8,0.294912,868.055525,10
32,12,0.293888,871.080132,10
32,16,0.508928,503.018108,9
32,20,0.526336,486.381310,7
32,24,0.52736,485.436873,6
32,28,0.535552,478.011450,5
32,32,0.756736,338.295002,4
32,36,0.756736,338.295002,4
32,40,0.758784,337.381918,4
32,44,0.96768,264.550271,3
32,48,0.969728,263.991554,3
32,52,0.969728,263.991554,3
32,56,1.21549,210.615003,2
32,60,1.21344,210.970474,2
32,64,1.21242,211.148639,2
32,68,1.21139,211.327127,2
32,72,1.20934,211.685008,2
32,76,1.21446,210.792589,2
32,80,1.21242,211.148639,2
32,84,2.27942,112.309077,1
32,88,2.28045,112.258646,1
32,92,2.27328,112.612617,1
32,96,2.27738,112.410075,1
64,4,0.328704,1557.632401,20
64,8,0.330752,1547.987685,20
64,12,0.328704,1557.632401,20
64,16,0.536576,954.198521,18
64,20,0.551936,927.643834,14
64,24,0.561152,912.408789,12
64,28,0.5632,909.090914,10
64,32,0.789504,648.508438,8
64,36,0.790528,647.668394,8
64,40,0.790528,647.668394,8
64,44,0.99328,515.463921,6
64,48,0.994304,514.933058,6
64,52,0.994304,514.933058,6
64,56,1.24416,411.522615,4
64,60,1.24211,412.201141,4
64,64,1.24416,411.522615,4
64,68,1.24211,412.201141,4
64,72,1.24006,412.881907,4
64,76,1.24211,412.201141,4
64,80,1.24518,411.184229,4
64,84,2.33574,219.202113,2
64,88,2.3296,219.780211,2
64,92,2.3296,219.780211,2
64,96,2.33062,219.683646,2
128,4,0.437248,2341.920420,40
128,8,0.439296,2331.002293,40
128,12,0.438272,2336.448602,40
128,16,0.607232,1686.340711,36
128,20,0.627712,1631.321341,28
128,24,0.62976,1626.016191,24
128,28,0.638976,1602.564158,20
128,32,0.843776,1213.592251,16
128,36,0.840704,1218.026762,16
128,40,0.840704,1218.026762,16
128,44,1.0537,971.817265,12
128,48,1.05779,968.054258,12
128,52,1.05574,969.932057,12
128,56,1.32506,772.797552,8
128,60,1.32506,772.797552,8
128,64,1.32301,773.993842,8
128,68,1.32403,773.395235,8
128,72,1.32403,773.395235,8
128,76,1.32608,772.200793,8
128,80,1.32506,772.797552,8
128,84,2.39104,428.265509,4
128,88,2.38797,428.816455,4
128,92,2.38899,428.632649,4
128,96,2.39616,427.350447,4
256,4,0.879616,2328.288649,64
256,8,0.88064,2325.581474,64
256,12,0.876544,2336.448602,64
256,16,0.879616,2328.288649,64
256,20,0.851968,2403.846181,56
256,24,0.846848,2418.379654,48
256,28,0.85504,2395.209542,40
256,32,1.01683,2014.098703,32
256,36,1.01683,2014.098703,32
256,40,1.01683,2014.098703,32
256,44,1.21037,1692.047325,24
256,48,1.21344,1687.763795,24
256,52,1.21446,1686.340711,24
256,56,1.4889,1375.515807,16
256,60,1.48992,1374.570428,16
256,64,1.48787,1376.462487,16
256,68,1.49299,1371.742073,16
256,72,1.48787,1376.462487,16
256,76,1.4889,1375.515807,16
256,80,1.48787,1376.462487,16
256,84,2.62144,781.250020,8
256,88,2.62144,781.250020,8
256,92,2.61939,781.860853,8
256,96,2.61939,781.860853,8
