THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,0.284672,449.640300,10
32,8,0.283648,451.263516,10
32,12,0.28672,446.428560,10
32,16,0.490496,260.960329,9
32,20,0.505856,253.036448,7
32,24,0.513024,249.501011,6
32,28,0.51712,247.524751,5
32,32,0.731136,175.070022,4
32,36,0.729088,175.561796,4
32,40,0.733184,174.581010,4
32,44,0.935936,136.761492,3
32,48,0.929792,137.665200,3
32,52,0.93696,136.612024,3
32,56,1.16634,109.745385,2
32,60,1.16941,109.457096,2
32,64,1.16838,109.553028,2
32,68,1.17043,109.361332,2
32,72,1.17043,109.361332,2
32,76,1.16736,109.649128,2
32,80,1.17043,109.361332,2
32,84,2.20058,58.166587,1
32,88,2.19853,58.220772,1
32,92,2.19853,58.220772,1
32,96,2.20262,58.112504,1
64,4,0.321536,796.178333,20
64,8,0.320512,798.722053,20
64,12,0.319488,801.282079,20
64,16,0.520192,492.125959,18
64,20,0.539648,474.383305,14
64,24,0.546816,468.164801,12
64,28,0.55296,462.962981,10
64,32,0.765952,334.224603,8
64,36,0.766976,333.778372,8
64,40,0.768,333.333330,8
64,44,0.965632,265.111341,6
64,48,0.969728,263.991554,6
64,52,0.96256,265.957447,6
64,56,1.20627,212.224108,4
64,60,1.2073,212.044103,4
64,64,1.2073,212.044103,4
64,68,1.20627,212.224108,4
64,72,1.20627,212.224108,4
64,76,1.2073,212.044103,4
64,80,1.20627,212.224108,4
64,84,2.24358,114.103153,2
64,88,2.24461,114.051099,2
64,92,2.24563,113.999091,2
64,96,2.25075,113.739765,2
128,4,0.41472,1234.567905,40
128,8,0.412672,1240.694750,40
128,12,0.417792,1225.490218,40
128,16,0.602112,850.340143,36
128,20,0.60928,840.336148,28
128,24,0.612352,836.120383,24
128,28,0.617472,829.187406,20
128,32,0.830464,616.522807,16
128,36,0.82432,621.117999,16
128,40,0.826368,619.578706,16
128,44,1.02707,498.504509,12
128,48,1.03014,497.017904,12
128,52,1.03424,495.049501,12
128,56,1.2841,398.724082,8
128,60,1.28614,398.089166,8
128,64,1.28614,398.089166,8
128,68,1.28717,397.772466,8
128,72,1.28512,398.406371,8
128,76,1.28922,397.140575,8
128,80,1.28512,398.406371,8
128,84,2.304,222.222232,4
128,88,2.2999,222.617977,4
128,92,2.304,222.222232,4
128,96,2.30605,222.024875,4
256,4,0.832512,1230.012269,64
256,8,0.827392,1237.623789,64
256,12,0.828416,1236.093958,64
256,16,0.82432,1242.235997,64
256,20,0.804864,1272.264648,56
256,24,0.80384,1273.885380,48
256,28,0.809984,1264.222459,40
256,32,0.97792,1047.120423,32
256,36,0.979968,1044.932067,32
256,40,0.978944,1046.025101,32
256,44,1.17555,871.080132,24
256,48,1.17453,871.839579,24
256,52,1.17248,873.362455,24
256,56,1.43462,713.775896,16
256,60,1.43053,715.819591,16
256,64,1.43565,713.266779,16
256,68,1.43155,715.307556,16
256,72,1.43258,714.796312,16
256,76,1.43462,713.775896,16
256,80,1.4336,714.285740,16
256,84,2.51597,407.000393,8
256,88,2.51494,407.166111,8
256,92,2.51699,406.834810,8
256,96,2.51699,406.834810,8
