THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,0.237696,1077.005892,9
32,8,0.236512,1082.397486,9
32,12,0.236192,1083.863962,9
32,16,0.236224,1083.717170,9
32,20,0.237184,1079.330801,9
32,24,0.236512,1082.397486,9
32,28,0.446144,573.805748,7
32,32,0.448448,570.857711,6
32,36,0.44816,571.224572,6
32,40,0.44944,569.597719,5
32,44,0.450336,568.464424,5
32,48,0.656704,389.825548,4
32,52,0.657312,389.464987,4
32,56,0.65776,389.199694,4
32,60,0.670816,381.624765,3
32,64,0.670688,381.697615,3
32,68,0.67136,381.315530,3
32,72,0.669888,382.153423,3
32,76,1.09184,234.466582,2
32,80,1.09178,234.480330,2
32,84,1.09066,234.721113,2
32,88,1.09226,234.377300,2
32,92,1.09306,234.205758,2
32,96,1.09274,234.274334,2
64,4,0.254368,2012.831746,18
64,8,0.256992,1992.279820,18
64,12,0.254336,2013.085057,18
64,16,0.25792,1985.111686,18
64,20,0.25552,2003.757153,18
64,24,0.255936,2000.500150,18
64,28,0.461408,1109.647019,14
64,32,0.461056,1110.494184,12
64,36,0.460992,1110.648321,12
64,40,0.463232,1105.277676,10
64,44,0.461824,1108.647450,10
64,48,0.669888,764.306847,8
64,52,0.669856,764.343368,8
64,56,0.669088,765.220711,8
64,60,0.681088,751.738427,6
64,64,0.68016,752.764071,6
64,68,0.681024,751.809024,6
64,72,0.681536,751.244228,6
64,76,1.10074,465.143313,4
64,80,1.09952,465.657755,4
64,84,1.09984,465.522239,4
64,88,1.10086,465.089217,4
64,92,1.0984,466.132558,4
64,96,1.09914,465.820428,4
128,4,0.316096,3239.522090,36
128,8,0.315296,3247.741863,36
128,12,0.31552,3245.436223,36
128,16,0.31392,3261.977665,36
128,20,0.315776,3242.805124,36
128,24,0.315648,3244.120140,36
128,28,0.50432,2030.456750,28
128,32,0.50368,2033.036886,24
128,36,0.504544,2029.555321,24
128,40,0.498304,2054.970421,20
128,44,0.499168,2051.413517,20
128,48,0.70304,1456.531626,16
128,52,0.701728,1459.254896,16
128,56,0.703104,1456.399014,16
128,60,0.70896,1444.369224,12
128,64,0.709472,1443.326867,12
128,68,0.708736,1444.825713,12
128,72,0.708864,1444.564879,12
128,76,1.12467,910.487635,8
128,80,1.12499,910.228684,8
128,84,1.12349,911.447248,8
128,88,1.12413,910.928306,8
128,92,1.12346,911.473167,8
128,96,1.12368,911.291475,8
256,4,0.710848,2881.066101,64
256,8,0.711744,2877.439037,64
256,12,0.717792,2853.194341,64
256,16,0.715744,2861.358177,64
256,20,0.71248,2874.466617,64
256,24,0.712448,2874.595756,64
256,28,0.69536,2945.236979,56
256,32,0.655104,3126.221268,48
256,36,0.656832,3117.996783,48
256,40,0.626016,3271.481770,40
256,44,0.627552,3263.474722,40
256,48,0.801536,2555.094144,32
256,52,0.800192,2559.385752,32
256,56,0.799808,2560.614466,32
256,60,0.791008,2589.101515,24
256,64,0.789728,2593.297992,24
256,68,0.790432,2590.988297,24
256,72,0.791168,2588.577984,24
256,76,1.1897,1721.448234,16
256,80,1.18989,1721.170395,16
256,84,1.19059,1720.152591,16
256,88,1.19229,1717.705730,16
256,92,1.18931,1722.004009,16
256,96,1.18922,1722.142966,16
