THREADS_PER_BLOCK,SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
32,4,0.906016,70.638930,9
32,8,0.951136,67.287959,9
32,12,0.952704,67.177213,9
32,16,0.953344,67.132117,9
32,20,0.95296,67.159166,9
32,24,0.951872,67.235932,9
32,28,1.10528,57.903877,7
32,32,1.05011,60.945880,6
32,36,1.04784,61.078027,6
32,40,1.00134,63.914102,5
32,44,1.00269,63.828426,5
32,48,1.23117,51.983156,4
32,52,1.22906,52.072485,4
32,56,1.23142,51.972352,4
32,60,1.17949,54.260834,3
32,64,1.17978,54.247588,3
32,68,1.17786,54.336015,3
32,72,1.17984,54.244645,3
32,76,1.67798,38.141007,2
32,80,1.67811,38.138097,2
32,84,1.6783,38.133736,2
32,88,1.67638,38.177411,2
32,92,1.67814,38.137371,2
32,96,1.6784,38.131553,2
64,4,1.83021,69.937408,18
64,8,1.90838,67.072456,18
64,12,1.90662,67.134371,18
64,16,1.90691,67.124231,18
64,20,1.90666,67.133242,18
64,24,1.90634,67.144514,18
64,28,1.94797,65.709498,14
64,32,2.0985,60.996067,12
64,36,2.09302,61.155533,12
64,40,1.94269,65.888089,10
64,44,1.94211,65.907632,10
64,48,1.9703,64.964594,8
64,52,2.14893,59.564585,8
64,56,2.15466,59.406237,8
64,60,1.87267,68.351533,6
64,64,1.87274,68.349197,6
64,68,1.89517,67.540188,6
64,72,1.89699,67.475246,6
64,76,2.18406,58.606344,4
64,80,2.18179,58.667370,4
64,84,2.18125,58.682004,4
64,88,2.17997,58.716455,4
64,92,2.18154,58.674256,4
64,96,2.18029,58.707838,4
128,4,3.82058,67.005604,36
128,8,3.77037,67.897880,36
128,12,3.87357,66.088938,36
128,16,3.86979,66.153427,36
128,20,3.8736,66.088393,36
128,24,3.87149,66.124445,36
128,28,3.80874,67.213898,28
128,32,3.78499,67.635546,24
128,36,3.78835,67.575558,24
128,40,3.78595,67.618394,20
128,44,3.78006,67.723719,20
128,48,3.6529,70.081383,16
128,52,4.1088,62.305297,16
128,56,4.31072,59.386831,16
128,60,3.57606,71.587083,12
128,64,3.56803,71.748235,12
128,68,3.77309,67.848935,12
128,72,3.77056,67.894424,12
128,76,3.68934,69.389031,8
128,80,3.68826,69.409498,8
128,84,3.68502,69.470375,8
128,88,3.68614,69.449265,8
128,92,3.69043,69.368571,8
128,96,3.68691,69.434800,8
256,4,7.63827,67.030869,64
256,8,7.62784,67.122540,64
256,12,7.62627,67.136340,64
256,16,7.60445,67.329017,64
256,20,7.45213,68.705208,64
256,24,8.02291,63.817227,64
256,28,7.96602,64.273033,56
256,32,7.8791,64.982007,48
256,36,7.87142,65.045408,48
256,40,7.77542,65.848499,40
256,44,7.78192,65.793532,40
256,48,7.164,71.468453,32
256,52,7.64362,66.984002,32
256,56,7.64819,66.943927,32
256,60,7.37869,69.389031,24
256,64,7.38438,69.335504,24
256,68,7.55843,67.738916,24
256,72,7.56077,67.717987,24
256,76,7.08851,72.229546,16
256,80,7.10282,72.084085,16
256,84,7.10989,72.012385,16
256,88,7.09043,72.209985,16
256,92,7.09286,72.185227,16
256,96,7.12115,71.898480,16
