SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
4,55.386,591.629148,32
8,53.901,607.929427,16
12,53.5494,611.920516,10
16,54.0098,606.704453,8
20,53.7561,609.568423,6
24,55.5818,589.545231,4
28,55.6093,589.253484,4
32,55.5868,589.492312,4
36,61.5078,532.745101,2
40,61.5937,532.002227,2
44,61.5699,532.207939,2
48,61.5313,532.541747,2
52,61.5516,532.365932,2
56,61.4973,532.836011,2
60,61.5381,532.483316,2
64,61.5267,532.581897,2
