SHMEM_KB,ExecutionTime_ms,GFLOPS,MaxAttainedOccupancy
4,54.8197,298.870775,32
8,53.4532,306.511393,16
12,53.3857,306.898860,10
16,53.4349,306.616010,8
20,53.2982,307.402267,6
24,54.2195,302.179352,4
28,54.243,302.048148,4
32,54.2342,302.096970,4
36,58.0202,282.384454,2
40,58.0516,282.231440,2
44,58.055,282.214954,2
48,58.0383,282.296162,2
52,58.0444,282.266608,2
56,58.0679,282.152271,2
60,58.05,282.239527,2
64,58.0248,282.362176,2
